block_code,latitude,longitude,Skill_Score
Z55B159,25.226186,51.42635,2.2
Z55B156,25.230252,51.432879,2.21
Z55B157,25.227863,51.433525,2.21
Z37B070,25.29454,51.491812,2.36
Z71B243,25.405551,51.425363,2.18
Z71B225,25.406903,51.410308,2.23
Z71B170,25.425713,51.388231,2.16
Z55B176,25.230956,51.41157,2.21
Z55B174,25.235239,51.413717,2.23
Z55B173,25.233175,51.415129,2.2
Z54B054,25.281051,51.467194,2.11
Z54B057,25.282031,51.461942,2.19
Z85B052,25.273152,50.95433,2.18
Z85B028,25.334067,51.017897,2.21
Z91B061,25.170631,51.567864,2.26
Z71B265,25.38533,51.430656,2.21
Z71B316,25.369218,51.429041,2.2
Z71B306,25.35934,51.446628,2.09
Z82B013,25.264916,51.179168,2.16
Z43B019,25.240696,51.519942,2.16
Z43B013,25.247832,51.51671,2.27
Z43B007,25.25056,51.514815,2.22
Z43B012,25.247823,51.518634,2.21
Z37B003,25.307414,51.494993,2.25
Z40B065,25.256791,51.513889,2.18
Z40B059,25.258924,51.519758,2.17
Z40B024,25.25816,51.506984,2.23
Z37B039,25.300542,51.497462,2.18
Z37B034,25.300557,51.500491,2.11
Z37B037,25.300057,51.49898,2.21
Z37B054,25.299553,51.492855,2.25
Z35B017,25.314137,51.494767,2.24
Z35B018,25.311205,51.495199,2.17
Z63B025,25.319096,51.515925,2.24
Z71B193,25.423996,51.399834,2.27
Z71B194,25.428239,51.407801,2.2
Z71B234,25.429876,51.412908,2.21
Z71B123,25.478293,51.400373,2.22
Z82B079,25.167403,51.30087,2.07
Z82B078,25.168468,51.297574,2.25
Z91B051,25.182684,51.561084,2.15
Z96B023,24.833169,50.900348,2.33
Z96B025,24.833816,51.023788,2.52
Z37B014,25.305323,51.493885,2.22
Z37B046,25.303819,51.493937,2.19
Z37B011,25.304994,51.492111,2.18
Z37B049,25.303236,51.490165,2.23
Z37B050,25.303243,51.489348,2.23
Z37B021,25.305029,51.497609,2.23
Z32B014,25.328589,51.471691,2.27
Z72B054,25.526436,50.98989,2.2
Z38B007,25.288494,51.50324,2.46
Z38B009,25.290124,51.502217,2.5
Z38B033,25.286045,51.498304,2.23
Z39B103,25.267196,51.500744,2.17
Z39B100,25.267678,51.498314,2.18
Z39B099,25.268414,51.500004,2.22
Z35B015,25.312994,51.494082,2.17
Z39B090,25.268676,51.497267,2.14
Z39B091,25.268966,51.498107,2.16
Z39B097,25.269176,51.499036,2.17
Z71B068,25.490383,51.386489,2.17
Z71B071,25.488937,51.389781,2.16
Z71B069,25.491625,51.38836,2.24
Z71B070,25.491462,51.390555,2.15
Z71B074,25.489532,51.399472,2.18
Z71B075,25.493222,51.396681,2.2
Z71B077,25.499007,51.396777,2.19
Z90B126,25.162986,51.60341,2.16
Z42B017,25.260893,51.539589,2.2
Z42B009,25.262885,51.542687,2.24
Z42B040,25.262788,51.547654,2.19
Z42B044,25.259239,51.550695,2.26
Z26B032,25.268931,51.540608,2.11
Z26B034,25.26827,51.540645,2.12
Z26B043,25.269033,51.542438,2.15
Z56B097,25.228212,51.440198,2.24
Z56B095,25.231419,51.44299,2.19
Z56B096,25.228831,51.442287,2.21
Z54B122,25.278579,51.485509,2.22
Z54B065,25.277237,51.444881,2.2
Z54B066,25.277504,51.439799,2.21
Z54B034,25.279692,51.443031,2.17
Z55B072,25.261618,51.457662,2.22
Z57B104,25.178535,51.42235,2.21
Z57B102,25.178783,51.426402,2.23
Z37B051,25.301131,51.489777,2.26
Z37B052,25.301001,51.491551,2.25
Z37B053,25.3013,51.493323,2.1
Z37B033,25.301019,51.500168,2.14
Z91B130,25.142125,51.561818,2.21
Z91B129,25.138132,51.562223,2.23
Z91B124,25.153729,51.561914,2.2
Z91B120,25.153438,51.556631,2.21
Z91B117,25.151628,51.541269,2.22
Z91B095,25.164629,51.550002,2.19
Z91B096,25.16704,51.553297,2.19
Z91B083,25.170707,51.549422,2.17
Z55B329,25.194911,51.362846,2.18
Z62B003,25.312531,51.514147,2.07
Z65B003,25.338589,51.509637,2.18
Z54B063,25.278036,51.450801,2.17
Z54B061,25.280554,51.454447,2.29
Z54B068,25.279736,51.433098,2.11
Z54B058,25.281691,51.458716,2.2
Z54B032,25.281803,51.438031,2.21
Z39B042,25.275831,51.495135,2.26
Z39B023,25.277481,51.492475,2.25
Z51B111,25.34311,51.433462,2.23
Z26B070,25.265315,51.538976,2.18
Z26B078,25.265521,51.544474,2.14
Z26B065,25.265615,51.540637,2.33
Z26B064,25.266124,51.541266,2.22
Z26B054,25.266039,51.547161,2.14
Z26B063,25.26643,51.542073,2.15
Z54B055,25.280683,51.464795,2.25
Z54B035,25.282008,51.442501,2.18
Z54B052,25.282059,51.473762,2.15
Z53B131,25.27772,51.403728,2.2
Z53B132,25.280657,51.403735,2.2
Z53B134,25.285511,51.403745,2.29
Z53B133,25.283146,51.40374,2.11
Z51B216,25.343703,51.380532,2.21
Z51B247,25.342807,51.353537,2.18
Z51B215,25.344734,51.383843,2.2
Z90B110,25.159939,51.589806,2.19
Z90B105,25.156149,51.588362,2.2
Z90B092,25.153396,51.59097,2.19
Z71B186,25.411747,51.396976,2.16
Z30B004,25.351817,51.477625,2.15
Z30B017,25.351244,51.460199,2.19
Z27B008,25.282766,51.549448,2.12
Z27B003,25.283023,51.54783,2.2
Z27B002,25.283354,51.550273,2.08
Z26B069,25.266165,51.538012,2.3
Z26B062,25.267129,51.541319,1.99
Z26B057,25.266454,51.545214,2.15
Z42B005,25.26428,51.54609,2.15
Z42B052,25.265375,51.552025,2.13
Z42B049,25.263863,51.550569,2.25
Z42B053,25.265573,51.552745,2.19
Z26B044,25.268607,51.543803,2.1
Z26B068,25.266459,51.539065,2.31
Z26B067,25.266932,51.540126,2.08
Z56B045,25.24276,51.487033,2.21
Z56B040,25.240052,51.488182,2.21
Z56B051,25.247479,51.4834,2.2
Z56B048,25.243581,51.4826,2.21
Z56B132,25.236125,51.4722,2.28
Z56B208,25.221182,51.488683,2.2
Z56B205,25.215419,51.496541,2.15
Z26B039,25.267696,51.539265,2.23
Z26B040,25.267825,51.540629,2.26
Z27B016,25.281115,51.545579,2.2
Z25B083,25.268884,51.536743,2.19
Z25B086,25.268061,51.537437,2.32
Z71B183,25.41242,51.392687,2.2
Z71B185,25.410062,51.393696,2.21
Z71B262,25.39102,51.427271,2.21
Z83B006,25.090317,51.155549,2.14
Z71B182,25.41561,51.395441,2.16
Z71B163,25.451459,51.405673,2.2
Z63B024,25.319331,51.514186,2.15
Z63B017,25.320466,51.525831,2.21
Z36B011,25.303311,51.479652,2.21
Z38B049,25.283628,51.503806,2.16
Z38B039,25.284774,51.496011,2.22
Z38B036,25.285695,51.497239,2.27
Z32B068,25.326009,51.475466,2.21
Z32B062,25.327976,51.476982,2.23
Z32B064,25.32636,51.477717,2.16
Z32B065,25.325231,51.477546,2.0
Z32B020,25.326193,51.473528,2.26
Z32B022,25.324863,51.47399,2.2
Z32B023,25.324178,51.474202,2.23
Z32B024,25.323524,51.474405,2.26
Z25B115,25.265923,51.526017,2.15
Z25B087,25.267322,51.536953,2.28
Z25B078,25.267182,51.535788,2.32
Z25B076,25.26672,51.534645,2.17
Z25B068,25.266914,51.53224,2.25
Z25B064,25.266614,51.530957,2.32
Z25B084,25.26855,51.537153,2.12
Z25B079,25.268303,51.53517,2.2
Z25B057,25.26692,51.526308,2.17
Z25B039,25.269439,51.532154,2.24
Z25B040,25.270048,51.532101,2.23
Z25B041,25.270665,51.532724,2.09
Z25B046,25.269558,51.529854,2.24
Z18B004,25.290807,51.544731,2.25
Z18B001,25.286715,51.54956,1.95
Z18B007,25.288416,51.545935,2.11
Z17B011,25.283394,51.543922,1.88
Z17B010,25.283632,51.54261,2.13
Z24B079,25.270532,51.525343,2.08
Z17B017,25.286017,51.545899,2.28
Z16B030,25.279989,51.536757,2.0
Z16B044,25.27997,51.542875,2.15
Z16B043,25.279817,51.542349,2.1
Z17B012,25.283474,51.544957,2.19
Z16B042,25.27984,51.541817,2.16
Z16B041,25.279856,51.541278,2.15
Z16B040,25.279875,51.54075,2.18
Z25B066,25.268078,51.531482,2.06
Z25B061,25.267916,51.529692,2.15
Z24B024,25.275716,51.517817,2.23
Z24B041,25.267362,51.517558,2.2
Z23B046,25.277251,51.516015,2.0
Z23B049,25.278324,51.514765,2.09
Z23B048,25.278578,51.515809,2.22
Z23B067,25.277865,51.513138,2.3
Z23B062,25.277463,51.51032,2.25
Z23B043,25.279968,51.517906,2.05
Z23B054,25.280313,51.513206,2.2
Z23B058,25.278734,51.508424,2.23
Z23B035,25.281464,51.512426,2.17
Z23B040,25.282226,51.51456,2.12
Z22B038,25.286309,51.513081,2.29
Z22B012,25.286916,51.508926,2.21
Z22B024,25.287486,51.514805,2.22
Z22B028,25.287418,51.515766,2.09
Z22B015,25.287592,51.51157,2.25
Z22B008,25.287799,51.507389,2.11
Z22B046,25.286396,51.506362,2.16
Z22B011,25.28771,51.509281,2.09
Z22B013,25.287669,51.510408,2.08
Z22B007,25.287877,51.506407,2.22
Z22B021,25.288053,51.513962,2.27
Z22B025,25.288228,51.514661,2.16
Z22B027,25.288157,51.515634,2.0
Z22B032,25.28598,51.514789,2.0
Z24B053,25.268463,51.520159,2.3
Z24B081,25.270022,51.52615,2.29
Z22B010,25.287475,51.508306,2.14
Z22B044,25.286764,51.507666,2.14
Z22B066,25.283685,51.516557,2.09
Z22B059,25.284174,51.513897,2.4
Z22B064,25.284374,51.51611,2.19
Z22B053,25.284602,51.51189,2.11
Z25B060,25.267927,51.52907,2.23
Z25B072,25.268621,51.53271,2.03
Z25B073,25.268289,51.533713,2.15
Z25B074,25.268441,51.534253,2.05
Z25B056,25.267631,51.527009,2.0
Z25B051,25.268925,51.52884,2.03
Z25B044,25.268802,51.530192,2.12
Z25B080,25.268582,51.535539,2.11
Z13B025,25.283509,51.518357,2.0
Z14B010,25.279312,51.523454,2.19
Z14B019,25.279361,51.52728,2.19
Z14B003,25.279472,51.521572,2.13
Z16B023,25.280452,51.538201,2.22
Z16B007,25.280639,51.541755,2.1
Z16B013,25.28068,51.540597,2.22
Z18B011,25.287167,51.545813,2.2
Z18B010,25.287176,51.547093,2.18
Z18B020,25.288708,51.54101,2.19
Z20B001,25.313793,51.499602,2.24
Z22B019,25.288008,51.513186,2.22
Z22B014,25.288526,51.511424,2.18
Z14B030,25.276872,51.524535,2.2
Z14B011,25.278599,51.523102,2.33
Z14B056,25.276266,51.525513,2.27
Z14B027,25.276793,51.526234,2.12
Z14B029,25.277268,51.525291,2.19
Z14B016,25.278851,51.526293,2.23
Z14B017,25.279438,51.526723,2.0
Z15B059,25.275085,51.529558,2.23
Z15B052,25.275123,51.533772,2.15
Z20B005,25.311024,51.504025,2.0
Z22B054,25.28495,51.512885,2.11
Z22B049,25.285311,51.508886,2.3
Z22B055,25.284985,51.51343,2.05
Z22B062,25.285458,51.515774,2.24
Z22B052,25.285431,51.512253,2.2
Z22B050,25.285247,51.510589,2.18
Z22B048,25.285934,51.507678,2.26
Z22B061,25.284725,51.51528,2.15
Z22B060,25.284972,51.514656,2.12
Z22B031,25.28608,51.515204,2.32
Z22B030,25.286225,51.51602,2.25
Z22B043,25.286094,51.509006,2.31
Z14B002,25.280385,51.523131,2.31
Z24B046,25.266318,51.520732,2.08
Z24B049,25.267858,51.520198,2.14
Z24B050,25.267989,51.521532,2.18
Z12B002,25.302764,51.507575,2.17
Z12B005,25.299639,51.514566,2.2
Z14B013,25.279314,51.52497,2.16
Z20B006,25.307996,51.503189,2.2
Z20B003,25.309754,51.498836,2.11
Z20B009,25.304992,51.500316,2.22
Z23B024,25.282451,51.506872,2.13
Z23B012,25.283087,51.510349,2.18
Z23B020,25.282437,51.508149,2.33
Z23B018,25.283261,51.509072,2.21
Z23B004,25.283355,51.514279,2.26
Z19B002,25.295189,51.54156,2.35
Z02B004,25.288753,51.52894,2.19
Z24B084,25.269724,51.524355,2.26
Z24B064,25.270544,51.520254,2.17
Z24B072,25.271758,51.525466,2.25
Z24B020,25.272151,51.519429,2.21
Z19B001,25.29974,51.551966,2.15
Z15B008,25.278237,51.531542,1.79
Z22B033,25.286523,51.514926,2.31
Z27B062,25.27652,51.544359,2.21
Z27B072,25.273273,51.544216,2.0
Z22B035,25.286228,51.514323,2.31
Z25B006,25.274044,51.533361,2.13
Z25B013,25.274259,51.529448,2.27
Z23B013,25.283154,51.511174,2.11
Z23B010,25.282478,51.511122,1.62
Z23B030,25.28144,51.510087,2.24
Z24B017,25.273246,51.521555,2.23
Z12B008,25.294715,51.521608,2.08
Z13B037,25.281887,51.519647,2.25
Z13B013,25.286938,51.516795,2.16
Z13B014,25.287034,51.517467,2.16
Z13B006,25.287734,51.519544,2.26
Z13B036,25.282077,51.5205,2.22
Z13B042,25.280762,51.519456,2.22
Z14B034,25.277993,51.523214,2.16
Z23B023,25.283609,51.506796,2.25
Z23B009,25.282897,51.511854,2.12
Z23B015,25.284087,51.510286,2.13
Z15B049,25.275161,51.53487,2.18
Z15B062,25.275179,51.528533,2.0
Z15B055,25.275473,51.531658,2.06
Z15B057,25.27551,51.530662,2.0
Z15B060,25.275624,51.529639,2.04
Z15B054,25.275622,51.532662,2.12
Z15B051,25.275682,51.533752,2.14
Z16B047,25.27859,51.541868,2.23
Z51B024,25.349799,51.452183,2.18
Z51B018,25.352499,51.444375,2.17
Z51B025,25.352114,51.449321,2.2
Z51B115,25.350498,51.438352,2.23
Z51B023,25.352694,51.451318,2.2
Z51B017,25.352886,51.440168,2.19
Z47B019,25.232155,51.557739,2.22
Z24B065,25.271327,51.520193,2.16
Z24B032,25.269245,51.514983,2.36
Z24B035,25.268401,51.516273,2.18
Z24B036,25.269319,51.517528,2.26
Z24B038,25.27055,51.518865,2.29
Z24B043,25.267269,51.519105,2.27
Z24B042,25.267384,51.518395,2.14
Z24B054,25.268949,51.520121,2.3
Z24B055,25.269111,51.521565,2.42
Z24B063,25.269914,51.520032,2.33
Z27B098,25.272757,51.545187,2.19
Z25B022,25.27121,51.531039,2.29
Z25B024,25.271265,51.531821,2.22
Z25B020,25.271548,51.530182,2.22
Z25B023,25.271991,51.531503,2.16
Z14B020,25.279183,51.527981,2.5
Z14B008,25.277845,51.520994,2.57
Z22B042,25.286338,51.510562,2.21
Z23B068,25.277073,51.514204,2.15
Z23B066,25.277799,51.511425,2.17
Z14B009,25.278551,51.522043,2.14
Z23B047,25.277557,51.515267,2.15
Z23B059,25.277546,51.508862,2.08
Z23B045,25.278562,51.517564,2.13
Z24B044,25.265874,51.517954,2.21
Z24B088,25.268699,51.5259,2.26
Z24B090,25.268986,51.524339,2.23
Z24B052,25.268605,51.521555,2.15
Z23B044,25.279403,51.516674,2.22
Z23B056,25.278969,51.512494,2.36
Z25B082,25.269335,51.536962,2.19
Z25B037,25.269443,51.533741,2.24
Z22B004,25.28935,51.509348,2.2
Z22B063,25.285119,51.516338,2.39
Z23B061,25.276453,51.509604,2.28
Z23B064,25.275463,51.510402,2.28
Z23B060,25.275783,51.50891,2.31
Z23B070,25.275735,51.51308,2.22
Z23B017,25.284226,51.508646,2.22
Z23B022,25.284916,51.506782,2.14
Z25B029,25.27188,51.534928,2.23
Z25B031,25.271429,51.536548,2.25
Z25B018,25.271534,51.528659,2.3
Z25B019,25.272107,51.530182,2.21
Z25B009,25.27242,51.531506,2.19
Z25B025,25.271611,51.532793,2.23
Z25B005,25.272773,51.5335,2.2
Z25B011,25.273315,51.531587,2.17
Z25B026,25.27137,51.533681,2.28
Z25B015,25.27271,51.529628,2.19
Z25B012,25.274093,51.531614,2.14
Z25B007,25.273993,51.532654,2.25
Z25B030,25.27205,51.536504,2.21
Z25B034,25.270194,51.535419,2.19
Z23B057,25.279042,51.510532,2.18
Z14B046,25.275936,51.521795,2.15
Z13B021,25.286586,51.518646,2.3
Z13B022,25.286349,51.517317,2.28
Z13B020,25.286697,51.51965,2.1
Z18B006,25.28895,51.545508,2.27
Z18B031,25.286912,51.540509,2.28
Z18B027,25.287053,51.544637,2.09
Z18B030,25.287072,51.541518,2.21
Z23B053,25.279131,51.513431,2.17
Z25B043,25.269314,51.531047,2.13
Z27B094,25.276253,51.549401,2.1
Z24B087,25.269437,51.526045,2.13
Z22B029,25.286761,51.515815,2.5
Z16B015,25.281266,51.539696,2.08
Z16B002,25.280962,51.544209,2.22
Z16B020,25.281301,51.538238,2.0
Z16B004,25.281499,51.543138,2.14
Z16B010,25.281777,51.540637,2.1
Z16B021,25.281643,51.5378,2.0
Z23B026,25.279705,51.507872,2.16
Z23B050,25.279606,51.515038,2.15
Z51B062,25.320775,51.466972,2.28
Z51B064,25.321818,51.464697,2.21
Z51B066,25.321927,51.46124,2.31
Z51B068,25.326153,51.459694,2.18
Z47B023,25.235509,51.563771,2.2
Z47B025,25.237864,51.570037,2.21
Z45B061,25.247622,51.555105,2.21
Z45B054,25.248213,51.55834,2.17
Z46B005,25.236748,51.537494,2.24
Z46B007,25.234094,51.535747,2.25
Z46B010,25.234137,51.539876,2.15
Z46B015,25.235378,51.547747,2.19
Z24B066,25.271901,51.521395,2.16
Z25B016,25.273141,51.528079,2.1
Z25B014,25.273348,51.529811,2.15
Z25B036,25.269519,51.53471,2.23
Z25B093,25.265524,51.534028,2.29
Z25B092,25.265698,51.535366,2.24
Z25B008,25.272747,51.532696,2.12
Z25B004,25.272772,51.534601,2.2
Z25B010,25.272821,51.531524,2.12
Z25B098,25.263267,51.532251,2.19
Z25B095,25.264336,51.535167,2.19
Z25B107,25.263562,51.530661,2.0
Z25B104,25.265645,51.530382,2.2
Z25B101,25.265606,51.533029,2.33
Z25B103,25.265565,51.531589,2.67
Z25B114,25.26553,51.527605,2.12
Z18B029,25.287167,51.542525,2.14
Z15B017,25.277774,51.533671,2.18
Z15B016,25.277804,51.534738,2.27
Z15B012,25.277819,51.535787,2.15
Z15B013,25.277397,51.536753,2.24
Z15B009,25.278266,51.532586,2.16
Z15B010,25.278296,51.533654,2.23
Z23B052,25.279453,51.513966,2.09
Z23B028,25.280237,51.509527,2.31
Z23B032,25.28055,51.510537,2.19
Z14B001,25.281138,51.524689,2.19
Z14B059,25.27639,51.526342,2.0
Z14B028,25.276673,51.52543,2.1
Z14B032,25.277514,51.523916,2.16
Z14B042,25.276637,51.520888,2.04
Z14B038,25.277018,51.52177,2.25
Z14B044,25.275508,51.521237,2.2
Z14B035,25.277726,51.522648,2.21
Z47B028,25.232457,51.573495,2.22
Z47B024,25.235697,51.566888,2.28
Z45B065,25.247876,51.551879,2.19
Z45B059,25.249701,51.554685,2.19
Z45B060,25.248375,51.555858,2.19
Z02B002,25.291617,51.526695,2.22
Z20B010,25.303468,51.503489,2.17
Z20B007,25.307642,51.499883,2.0
Z24B068,25.271114,51.521863,2.28
Z24B067,25.271243,51.52144,2.33
Z24B059,25.270344,51.523129,2.27
Z24B051,25.26806,51.522471,2.08
Z24B056,25.269072,51.522629,2.27
Z24B073,25.272,51.52654,1.94
Z24B089,25.268752,51.525162,2.13
Z24B060,25.269943,51.522154,2.08
Z24B086,25.269497,51.525235,2.18
Z24B082,25.270082,51.525295,2.11
Z24B028,25.270974,51.513824,2.26
Z24B021,25.273829,51.520791,2.33
Z24B002,25.274628,51.52604,2.27
Z24B004,25.274558,51.524528,2.24
Z24B006,25.273351,51.524141,2.23
Z16B048,25.278847,51.541429,2.17
Z17B005,25.286087,51.540595,2.11
Z17B007,25.283353,51.540881,2.2
Z17B008,25.282574,51.541757,2.0
Z17B002,25.286549,51.54586,2.22
Z24B040,25.268403,51.517319,2.22
Z24B057,25.269029,51.523395,2.18
Z18B008,25.287854,51.545583,2.28
Z18B005,25.289486,51.545182,2.27
Z18B013,25.289924,51.543364,2.18
Z18B016,25.290424,51.540065,1.95
Z18B015,25.290756,51.541958,2.32
Z18B012,25.291031,51.543706,2.11
Z14B005,25.278486,51.520849,2.14
Z14B060,25.276665,51.527507,2.11
Z23B065,25.275892,51.511666,2.22
Z24B061,25.269854,51.521271,2.2
Z24B037,25.269786,51.517527,2.15
Z24B080,25.270464,51.526226,2.13
Z15B050,25.275715,51.534841,2.26
Z15B039,25.276801,51.5369,2.22
Z15B041,25.276785,51.537708,2.15
Z16B026,25.280332,51.537158,2.28
Z16B019,25.280755,51.538505,2.31
Z16B022,25.280938,51.537801,2.3
Z16B005,25.28105,51.543105,2.16
Z16B012,25.28119,51.540314,2.22
Z16B028,25.280926,51.536978,2.36
Z16B018,25.280761,51.539088,2.25
Z24B012,25.272882,51.523519,2.29
Z24B015,25.274036,51.522421,2.01
Z25B116,25.264026,51.525852,2.13
Z25B058,25.266414,51.528144,2.24
Z25B091,25.265297,51.536797,2.29
Z13B018,25.285776,51.522742,2.16
Z13B030,25.284998,51.523101,2.21
Z13B028,25.284538,51.520222,2.35
Z13B010,25.288978,51.518394,2.75
Z13B009,25.288118,51.517885,2.34
Z14B037,25.276825,51.522592,2.19
Z17B028,25.284642,51.548109,2.25
Z16B038,25.279914,51.539657,2.09
Z16B037,25.280111,51.539124,2.05
Z16B045,25.280068,51.543368,2.32
Z16B052,25.278234,51.538565,2.14
Z17B003,25.286513,51.544766,2.22
Z15B030,25.276594,51.531588,2.22
Z14B053,25.275179,51.524702,2.16
Z14B045,25.275062,51.52217,2.23
Z14B061,25.275714,51.527558,2.17
Z14B054,25.27591,51.524388,2.3
Z14B055,25.275954,51.524914,2.23
Z14B052,25.275882,51.523904,2.19
Z18B018,25.289309,51.539813,1.91
Z18B028,25.287143,51.543564,2.25
Z18B019,25.287902,51.540176,2.2
Z18B021,25.287767,51.541278,2.12
Z16B009,25.281805,51.541803,2.24
Z16B003,25.282101,51.543245,2.18
Z16B055,25.277665,51.538282,2.06
Z16B008,25.281143,51.54177,2.25
Z16B059,25.27673,51.539051,2.67
Z16B058,25.277481,51.540337,2.42
Z16B057,25.277861,51.539923,2.25
Z16B053,25.278115,51.537174,2.09
Z13B043,25.279657,51.51931,2.15
Z13B003,25.288518,51.520676,2.08
Z15B047,25.275637,51.535655,2.28
Z15B046,25.275648,51.536193,2.25
Z15B045,25.27566,51.536723,2.32
Z12B009,25.292481,51.518454,2.19
Z13B039,25.282316,51.518238,2.24
Z13B033,25.282627,51.523056,2.13
Z13B024,25.28358,51.51764,2.06
Z13B026,25.283482,51.518995,2.15
Z13B027,25.283366,51.51971,2.28
Z15B034,25.276737,51.533705,2.15
Z15B035,25.276769,51.534785,2.16
Z21B014,25.291952,51.510629,2.18
Z15B011,25.278321,51.534711,2.3
Z17B016,25.285992,51.544796,2.18
Z17B020,25.285491,51.545939,2.49
Z17B015,25.285463,51.54484,2.3
Z17B021,25.284948,51.545969,2.29
Z17B014,25.28492,51.544871,2.11
Z17B004,25.285813,51.542458,2.32
Z14B043,25.276479,51.520362,2.26
Z18B002,25.290388,51.547217,2.25
Z20B008,25.306155,51.50043,2.16
Z20B002,25.311393,51.496808,2.33
Z20B004,25.310037,51.502158,2.23
Z21B017,25.290102,51.513971,2.0
Z22B001,25.28912,51.515049,2.19
Z22B002,25.289135,51.513825,2.1
Z22B003,25.289373,51.512215,2.26
Z13B032,25.2836,51.523379,2.2
Z13B019,25.286102,51.521087,2.1
Z16B039,25.279899,51.540201,2.25
Z16B032,25.279349,51.536121,2.17
Z16B036,25.279728,51.538819,2.12
Z16B024,25.280161,51.537815,2.09
Z13B023,25.285229,51.518564,2.14
Z16B029,25.28043,51.536477,2.31
Z16B006,25.280584,51.543011,2.14
Z13B008,25.288051,51.518353,2.0
Z16B049,25.278843,51.540921,2.18
Z16B050,25.279059,51.54042,2.27
Z16B034,25.279291,51.537845,2.22
Z16B031,25.279608,51.536994,2.35
Z16B035,25.279539,51.53831,2.14
Z14B026,25.277189,51.526104,2.13
Z16B046,25.279625,51.543372,2.27
Z15B003,25.279207,51.532373,2.28
Z23B016,25.284767,51.508885,2.18
Z23B021,25.283334,51.507979,2.23
Z25B052,25.269242,51.527614,2.14
Z25B050,25.269371,51.528778,2.19
Z14B051,25.275881,51.523438,2.28
Z14B057,25.275562,51.525669,2.24
Z14B047,25.275895,51.522449,2.24
Z14B048,25.275869,51.522948,2.19
Z23B011,25.282204,51.510242,2.27
Z23B019,25.282209,51.509296,2.13
Z23B038,25.282768,51.51426,2.17
Z16B016,25.281867,51.539206,2.03
Z51B047,25.334231,51.452813,1.33
Z51B048,25.334148,51.454798,2.25
Z23B031,25.281622,51.511108,2.26
Z23B037,25.282302,51.512973,2.12
Z51B050,25.335816,51.455708,2.22
Z51B056,25.329252,51.457074,2.11
Z51B060,25.325157,51.466604,2.18
Z13B007,25.288029,51.518838,2.17
Z13B011,25.288431,51.517256,2.2
Z13B012,25.288418,51.51651,2.26
Z13B049,25.280898,51.521152,2.12
Z13B048,25.281647,51.521967,2.12
Z13B047,25.281557,51.521544,1.77
Z13B046,25.281487,51.521171,2.25
Z13B035,25.282224,51.52099,2.38
Z15B044,25.275696,51.537259,2.04
Z15B043,25.275813,51.537854,2.18
Z15B029,25.276003,51.531621,2.2
Z13B015,25.287143,51.518401,2.15
Z13B005,25.287658,51.520816,2.06
Z27B032,25.279883,51.54686,2.3
Z27B035,25.279724,51.548171,2.12
Z27B033,25.279717,51.547619,2.19
Z27B029,25.279908,51.544841,2.22
Z27B026,25.280129,51.545771,2.14
Z27B036,25.279572,51.549198,2.31
Z13B016,25.28714,51.52041,2.3
Z27B039,25.280207,51.550216,2.27
Z27B025,25.280281,51.546781,2.2
Z27B034,25.280377,51.548186,2.16
Z27B037,25.280603,51.549138,2.2
Z27B027,25.280617,51.545679,2.11
Z27B038,25.280729,51.550169,2.08
Z27B024,25.280772,51.54669,2.26
Z14B058,25.275644,51.526528,2.28
Z14B041,25.277295,51.520737,2.13
Z14B031,25.276896,51.523579,2.19
Z14B033,25.278115,51.524092,2.28
Z14B025,25.277961,51.525584,2.28
Z14B021,25.278143,51.527742,2.26
Z14B024,25.278108,51.526429,2.17
Z14B023,25.278127,51.526952,2.21
Z14B036,25.277696,51.52206,2.23
Z14B007,25.278032,51.519592,2.38
Z23B072,25.274325,51.511276,2.09
Z23B006,25.283694,51.513535,2.22
Z23B007,25.283828,51.51225,2.22
Z23B063,25.276302,51.510533,2.14
Z23B055,25.280126,51.512176,2.12
Z23B039,25.28191,51.513645,2.1
Z23B027,25.280023,51.508748,2.16
Z23B003,25.283308,51.515336,2.12
Z23B005,25.283103,51.513287,2.14
Z23B008,25.282973,51.512506,2.36
Z23B014,25.283942,51.511207,2.2
Z25B090,25.266379,51.536538,2.23
Z25B081,25.269073,51.535375,2.3
Z24B033,25.267609,51.515502,2.16
Z15B036,25.276246,51.534811,2.06
Z15B037,25.276265,51.535863,2.32
Z15B040,25.276282,51.536919,2.17
Z15B042,25.275865,51.538023,2.13
Z15B022,25.277172,51.531565,2.1
Z15B019,25.277214,51.532616,2.1
Z15B018,25.277254,51.53369,2.15
Z15B033,25.276213,51.533731,2.16
Z15B015,25.277283,51.534758,2.09
Z15B014,25.277298,51.535817,2.3
Z27B023,25.280819,51.547874,2.22
Z25B048,25.270398,51.528191,2.15
Z22B018,25.288699,51.513152,2.37
Z22B022,25.287171,51.514135,2.21
Z22B026,25.288581,51.515562,2.0
Z22B023,25.287039,51.51482,2.09
Z22B034,25.286784,51.514913,2.08
Z25B047,25.27014,51.529235,2.17
Z25B049,25.269863,51.528096,2.13
Z25B053,25.269836,51.527015,2.24
Z24B039,25.269489,51.518982,2.27
Z24B075,25.270967,51.52632,2.17
Z24B076,25.271039,51.525392,2.18
Z24B074,25.271532,51.526425,2.14
Z23B033,25.280689,51.511915,2.2
Z23B042,25.280722,51.516825,2.17
Z23B041,25.281331,51.514264,2.22
Z23B034,25.281117,51.512982,2.04
Z23B036,25.282074,51.511984,2.09
Z23B025,25.281139,51.50735,2.0
