block_code,latitude,longitude,Skill_Score
Z90B010,25.1886,51.608975,2.17
Z90B011,25.186069,51.610366,2.23
Z71B078,25.497108,51.400556,2.07
Z92B052,24.993919,51.557978,2.27
Z90B135,25.170526,51.604658,2.19
Z90B136,25.170651,51.599851,2.19
Z91B093,25.164131,51.553877,2.21
Z95B020,24.958245,51.146092,2.33
Z91B172,25.197036,51.536221,2.33
Z91B026,25.188287,51.57815,2.18
Z91B022,25.188588,51.569016,2.19
Z71B148,25.464344,51.407144,2.15
Z90B152,25.177277,51.602133,2.2
Z90B150,25.173204,51.604437,2.25
Z90B149,25.174122,51.600833,2.19
Z91B109,25.160886,51.540431,2.22
Z51B249,25.345959,51.337839,2.19
Z51B244,25.332238,51.345672,2.22
Z71B047,25.429811,51.346372,2.23
Z65B017,25.322471,51.513561,2.19
Z43B043,25.259532,51.498703,2.23
Z43B046,25.261772,51.493906,2.03
Z43B053,25.257072,51.487109,2.24
Z82B032,25.173932,51.144625,2.17
Z91B159,25.153348,51.530452,2.2
Z90B148,25.17456,51.598368,2.24
Z90B155,25.182542,51.599491,2.22
Z71B112,25.475152,51.389254,2.38
Z71B113,25.476936,51.389244,2.2
Z64B007,25.320382,51.505792,2.33
Z64B003,25.323237,51.50525,2.22
Z91B233,25.060687,51.479548,2.24
Z55B103,25.240254,51.447101,1.6
Z55B099,25.236489,51.449594,2.33
Z55B127,25.251369,51.439976,2.22
Z54B008,25.294187,51.457319,2.22
Z56B076,25.233232,51.462668,2.31
Z56B077,25.229258,51.460556,2.29
Z56B079,25.232971,51.458711,2.33
Z56B083,25.239255,51.456268,2.43
Z92B018,24.998087,51.571901,2.07
Z71B151,25.462249,51.401119,2.22
Z71B135,25.47276,51.386315,2.15
Z71B125,25.474784,51.400759,2.2
Z53B189,25.269308,51.350113,2.2
Z53B195,25.261639,51.353659,2.18
Z53B199,25.252497,51.357729,2.24
Z64B010,25.316787,51.505892,2.24
Z64B012,25.318004,51.498431,2.2
Z64B006,25.320389,51.503071,2.24
Z64B005,25.320293,51.499539,2.21
Z61B021,25.324924,51.530621,2.42
Z61B026,25.319572,51.535874,2.28
Z82B085,25.157171,51.246461,2.2
Z82B093,25.131519,51.184975,2.09
Z41B020,25.259757,51.531551,2.15
Z45B004,25.25636,51.549878,2.2
Z44B044,25.242898,51.543692,2.25
Z45B006,25.254098,51.544851,2.11
Z45B007,25.253261,51.545471,2.22
Z45B011,25.251162,51.538278,2.25
Z60B010,25.314705,51.522675,2.24
Z60B011,25.314962,51.520438,2.24
Z60B008,25.315891,51.52467,2.35
Z60B009,25.316091,51.522432,2.22
Z60B006,25.316829,51.526706,2.34
Z71B184,25.413101,51.395247,2.19
Z71B197,25.420019,51.408404,2.18
Z71B239,25.415171,51.418833,2.21
Z71B085,25.483176,51.405395,2.19
Z71B094,25.486402,51.385944,2.16
Z91B116,25.150355,51.536165,2.21
Z80B116,25.332965,51.212833,2.17
Z71B048,25.433848,51.363428,2.08
Z91B266,25.084489,51.5108,2.62
Z71B039,25.407774,51.340416,2.18
Z71B038,25.401945,51.343556,2.13
Z91B100,25.163894,51.543275,2.24
Z91B110,25.161091,51.545538,2.25
Z91B111,25.157297,51.546091,2.24
Z91B225,25.078296,51.466988,2.24
Z91B224,25.073682,51.46032,2.15
Z91B227,25.071019,51.464358,2.19
Z91B155,25.15306,51.516144,2.23
Z45B009,25.253095,51.539636,2.26
Z45B012,25.251566,51.539918,2.11
Z46B014,25.235208,51.54484,2.19
Z91B229,25.06268,51.469847,2.15
Z91B097,25.167044,51.549408,2.19
Z91B101,25.166367,51.542573,2.17
Z91B081,25.169976,51.544273,2.2
Z92B117,25.051952,51.543189,2.24
Z92B118,25.048917,51.542229,2.17
Z62B004,25.310339,51.514239,2.21
Z63B008,25.325986,51.524865,2.15
Z80B026,25.456445,51.208399,2.19
Z91B258,25.095526,51.472352,2.44
Z51B245,25.335256,51.340568,2.0
Z51B250,25.370295,51.353604,2.14
Z66B012,25.356943,51.505322,2.67
Z66B016,25.357126,51.515132,2.11
Z66B024,25.339451,51.515325,2.19
Z91B099,25.164561,51.546314,2.23
Z92B125,25.069214,51.526756,2.21
Z92B126,25.075269,51.530244,2.2
Z92B130,25.074956,51.519632,2.2
Z92B131,25.079978,51.51506,2.18
Z92B129,25.079594,51.522707,2.17
Z90B025,25.17621,51.606531,2.16
Z41B012,25.260995,51.525945,2.17
Z91B263,25.092912,51.483549,2.23
Z91B056,25.175779,51.564725,2.22
Z91B168,25.171695,51.526157,2.4
Z91B166,25.16582,51.522717,2.33
Z86B059,25.282976,50.878125,2.26
Z60B003,25.319421,51.5281,2.29
Z60B012,25.313167,51.520526,1.93
Z60B013,25.313573,51.518678,2.07
Z71B241,25.410389,51.417581,2.19
Z71B242,25.412023,51.421541,1.67
Z71B212,25.409405,51.398805,2.21
Z71B213,25.408369,51.395857,2.2
Z41B043,25.254659,51.533464,2.47
Z41B026,25.260174,51.537153,2.15
Z41B022,25.260154,51.533845,2.1
Z41B024,25.259515,51.535432,2.1
Z41B025,25.260491,51.536318,2.19
Z41B031,25.258174,51.528755,2.21
Z41B028,25.258621,51.531594,2.2
Z41B041,25.255936,51.532093,2.2
Z41B045,25.255747,51.535106,2.26
Z85B051,25.270204,51.00146,2.06
Z91B284,25.131014,51.523889,2.32
Z18B026,25.288797,51.543886,2.22
Z41B015,25.258744,51.52652,2.09
Z41B034,25.257343,51.525965,2.28
Z90B045,25.147946,51.6037,2.2
Z49B004,25.204084,51.615035,2.5
Z90B080,25.139123,51.592715,2.21
Z90B074,25.136065,51.589419,2.19
Z90B075,25.140187,51.584063,2.22
Z96B021,24.851204,50.861584,2.2
Z91B113,25.154295,51.538506,2.23
Z91B106,25.157782,51.533116,2.52
Z91B107,25.15789,51.536445,2.17
Z90B154,25.178383,51.598805,2.21
Z91B108,25.160954,51.535939,2.2
Z42B001,25.267124,51.550624,2.47
Z71B161,25.459219,51.406621,2.15
Z71B126,25.476253,51.405101,2.18
Z56B161,25.21042,51.454446,2.21
Z73B068,25.707537,50.978424,1.8
Z24B011,25.272475,51.524657,2.19
Z56B089,25.232583,51.453939,2.18
Z91B305,25.127219,51.538703,2.28
Z07B008,25.288108,51.538492,2.27
Z07B003,25.28905,51.535971,2.05
Z07B006,25.288993,51.539125,2.15
Z07B002,25.290267,51.536941,2.15
Z80B002,25.360875,51.300089,2.19
Z80B093,25.347968,51.258093,2.13
Z56B073,25.238876,51.461714,2.2
Z56B069,25.24203,51.467105,2.2
Z55B028,25.262899,51.484892,2.2
Z55B030,25.260609,51.483494,2.19
Z71B029,25.434954,51.270105,2.23
Z71B032,25.404102,51.281672,2.16
Z56B121,25.224368,51.458054,2.25
Z56B120,25.221699,51.455544,2.2
Z66B090,25.370733,51.549277,2.22
Z57B164,25.167498,51.439473,2.36
Z57B178,25.159488,51.429508,2.25
Z55B303,25.221521,51.382103,2.2
Z55B302,25.221667,51.376993,2.1
Z91B215,25.123914,51.414747,2.19
Z91B216,25.125942,51.419084,2.19
Z92B041,24.975144,51.551458,2.22
Z81B006,25.18042,51.387603,2.21
Z81B016,25.179832,51.378324,2.23
Z81B015,25.17594,51.38107,2.2
Z56B113,25.217078,51.441786,2.28
Z55B129,25.247623,51.442026,2.18
Z55B125,25.253702,51.43787,2.22
Z55B135,25.240301,51.433069,2.21
Z55B141,25.235527,51.442015,2.2
Z55B154,25.230229,51.437995,2.21
Z55B152,25.233112,51.443547,2.21
Z63B015,25.322927,51.524802,2.2
Z63B016,25.322923,51.526759,1.67
Z55B087,25.247644,51.463862,2.23
Z53B012,25.296695,51.428746,2.5
Z55B133,25.241874,51.442362,2.22
Z63B030,25.318043,51.522609,2.28
Z56B014,25.240545,51.499001,2.2
Z56B015,25.23687,51.501335,2.21
Z65B013,25.327294,51.509265,2.19
Z55B095,25.243265,51.451161,2.17
Z55B096,25.241768,51.451913,2.2
Z55B098,25.239133,51.453934,2.17
Z55B105,25.245964,51.449127,2.2
Z55B114,25.249828,51.450365,2.19
Z67B011,25.342718,51.490064,2.22
Z61B005,25.342539,51.524973,2.37
Z91B092,25.161706,51.553882,2.21
Z81B018,25.186685,51.373549,2.19
Z81B019,25.174419,51.377356,2.19
Z71B196,25.422926,51.408257,2.2
Z71B092,25.483731,51.393714,2.24
Z71B115,25.479095,51.389241,2.16
Z71B117,25.482604,51.388061,2.19
Z57B174,25.16377,51.429062,2.19
Z57B172,25.167077,51.433553,2.19
Z57B173,25.164871,51.428391,2.2
Z66B065,25.364331,51.559847,2.25
Z66B064,25.363534,51.558765,2.22
Z66B069,25.36896,51.56022,2.0
Z66B073,25.370261,51.556449,2.24
Z64B002,25.323693,51.508149,2.2
Z55B299,25.229312,51.382785,2.2
Z57B092,25.18405,51.444026,2.19
Z57B091,25.186725,51.44856,2.23
Z55B292,25.233848,51.376543,2.2
Z80B016,25.43437,51.260567,2.11
Z92B128,25.085096,51.523044,2.27
Z55B178,25.228742,51.402952,2.35
Z55B240,25.243497,51.404028,2.18
Z55B254,25.25349,51.40408,2.17
Z55B235,25.236481,51.39821,2.15
Z55B090,25.247167,51.467412,2.19
Z55B117,25.252821,51.448697,2.24
Z60B002,25.318814,51.530474,2.31
Z90B001,25.192212,51.61428,2.33
Z55B237,25.239253,51.393661,2.21
Z71B142,25.466604,51.391416,2.19
Z71B090,25.486251,51.398749,2.17
Z55B316,25.204771,51.36866,2.22
Z60B004,25.317845,51.528673,2.67
Z60B005,25.318224,51.526377,2.07
Z64B001,25.326135,51.505001,2.19
Z61B024,25.321255,51.531118,2.25
Z64B011,25.317091,51.502135,2.23
Z71B208,25.410228,51.405779,2.2
Z73B034,25.629452,51.089634,2.18
Z81B012,25.183421,51.380641,2.17
Z82B044,25.216345,51.302928,2.07
Z83B015,25.013885,51.034561,2.16
Z83B016,25.008484,51.040262,2.21
Z42B019,25.260136,51.538073,2.21
Z42B011,25.26135,51.543655,2.26
Z82B061,25.179536,51.310686,2.21
Z71B121,25.475904,51.393164,2.19
Z71B030,25.432871,51.270118,2.4
Z71B282,25.373762,51.415444,2.16
Z71B284,25.369985,51.415806,2.25
Z92B045,24.989246,51.552461,2.2
Z63B011,25.324371,51.5248,2.06
Z82B060,25.179383,51.281525,2.2
Z82B037,25.177801,51.24371,2.1
Z60B016,25.307767,51.516318,2.33
Z90B145,25.173684,51.593333,2.22
Z92B012,25.005012,51.5741,1.71
Z92B031,24.986459,51.57202,2.27
Z90B024,25.175964,51.608266,2.26
Z53B046,25.304743,51.413944,2.25
Z53B044,25.301381,51.416113,2.19
Z53B047,25.303771,51.411247,2.2
Z53B049,25.298241,51.411158,2.19
Z61B022,25.322913,51.531728,2.33
Z56B007,25.246179,51.494533,2.21
Z54B050,25.282357,51.482581,2.0
Z80B079,25.366169,51.22316,2.22
Z42B008,25.261989,51.544395,2.26
Z41B003,25.261551,51.534879,2.14
Z41B005,25.262581,51.532399,2.22
Z41B007,25.261769,51.531702,2.16
Z41B010,25.261768,51.528097,2.2
Z41B009,25.262575,51.528798,2.11
Z95B022,24.888349,51.175776,2.27
Z82B015,25.230023,51.19043,2.02
Z91B098,25.166844,51.546181,2.17
Z83B013,25.009849,51.032916,2.16
Z92B034,24.97894,51.557056,2.04
Z62B002,25.314434,51.514823,2.18
Z90B153,25.179773,51.601517,2.2
Z90B151,25.175821,51.603775,2.21
Z91B068,25.18376,51.554634,2.16
Z91B066,25.179378,51.55809,2.22
Z48B001,25.279821,51.568962,2.25
Z80B117,25.333468,51.216161,2.27
Z80B100,25.333959,51.219409,2.5
Z80B112,25.337493,51.212015,2.03
Z71B054,25.490376,51.360681,2.44
Z71B307,25.356463,51.441103,2.2
Z68B005,25.37592,51.477334,2.2
Z68B007,25.372977,51.473451,2.23
Z68B008,25.368941,51.474532,2.17
Z68B009,25.369825,51.477324,2.2
Z68B020,25.355712,51.494596,2.18
Z50B015,25.218369,51.541239,2.2
Z95B001,25.077872,51.38791,2.14
Z25B017,25.271437,51.527372,2.25
Z70B265,25.395102,51.434896,2.17
Z70B045,25.564033,51.424825,2.27
Z70B305,25.383368,51.460582,2.19
Z70B194,25.438001,51.439371,2.17
Z74B138,25.671349,51.478635,2.13
Z74B188,25.677421,51.504196,2.25
Z74B215,25.666316,51.502527,2.19
Z74B214,25.666863,51.505554,2.2
Z74B191,25.675461,51.509077,2.19
Z79B002,26.138622,51.223376,2.26
Z79B003,26.135419,51.225872,2.12
Z79B005,26.132447,51.218961,2.13
Z78B015,26.122144,51.183309,2.17
Z76B019,25.825496,51.248028,2.19
Z76B022,25.832203,51.25511,2.18
Z76B021,25.83004,51.252825,2.23
Z74B205,25.672228,51.513185,2.19
Z74B216,25.671326,51.502372,2.35
Z74B212,25.672707,51.505457,2.23
Z75B029,25.877926,51.352681,2.3
Z74B181,25.683339,51.509761,2.2
Z70B226,25.415396,51.441709,2.21
Z75B120,25.793795,51.344287,1.77
Z74B232,25.672142,51.494705,2.24
Z75B115,25.728731,51.407993,2.12
Z74B292,25.603181,51.38625,2.18
Z74B291,25.606342,51.39236,2.23
Z74B164,25.682849,51.501024,2.18
Z74B171,25.683409,51.513941,2.17
Z75B071,25.738639,51.541055,2.11
Z76B024,25.842558,51.26844,2.21
Z75B122,25.744045,51.336246,2.25
Z74B146,25.673973,51.484814,2.16
Z74B144,25.678532,51.48454,2.2
Z74B153,25.68154,51.490067,2.19
Z74B154,25.679341,51.492005,2.2
Z75B026,25.871627,51.40009,1.75
Z78B013,26.119123,51.177234,2.21
Z78B017,26.116792,51.181143,2.36
Z70B221,25.414875,51.437574,2.19
Z70B223,25.408162,51.44092,2.18
Z70B235,25.425288,51.47735,2.2
Z70B241,25.416419,51.479914,2.19
Z70B240,25.418676,51.475721,2.18
Z70B238,25.420106,51.479775,2.2
Z70B313,25.384525,51.469804,2.06
Z70B251,25.402994,51.46065,2.23
Z76B007,25.883425,51.227495,2.19
Z74B217,25.675095,51.499184,2.17
Z74B121,25.685815,51.489743,2.16
Z74B120,25.6887,51.487145,2.2
Z74B209,25.669502,51.508973,2.21
Z74B204,25.671968,51.51611,2.19
Z76B027,25.804368,51.290928,2.18
Z74B196,25.678949,51.521675,2.17
Z75B056,25.815103,51.409833,2.26
Z79B071,26.06662,51.237059,2.25
Z70B050,25.556852,51.424963,2.21
Z79B011,26.138073,51.208133,2.21
Z79B027,26.127607,51.203567,2.23
Z79B008,26.142051,51.216159,2.26
Z70B244,25.410183,51.477577,1.0
Z70B311,25.380995,51.473707,2.31
Z76B026,25.819659,51.336253,2.2
Z76B025,25.830849,51.299112,2.12
Z76B017,25.830095,51.244473,2.22
Z74B248,25.670763,51.458706,2.19
Z74B237,25.668349,51.495345,2.22
Z74B242,25.663813,51.496018,2.3
Z74B240,25.663048,51.490056,2.05
Z74B239,25.665361,51.491652,2.21
Z74B267,25.620746,51.290939,2.4
Z79B020,26.133391,51.206949,2.17
Z79B012,26.135951,51.2099,2.16
Z79B018,26.130576,51.210611,2.23
Z78B033,26.08444,51.179183,2.24
Z74B022,25.712888,51.530792,2.2
Z70B105,25.459409,51.465206,2.16
Z70B298,25.376117,51.45754,2.2
Z75B119,25.801777,51.368015,2.28
Z75B059,25.774739,51.42889,2.11
Z74B252,25.639782,51.415332,2.29
Z74B250,25.700102,51.461252,2.17
Z76B020,25.827572,51.250235,2.22
Z74B175,25.683639,51.521873,2.21
Z75B061,25.772224,51.463352,2.23
Z74B279,25.608734,51.381876,2.22
Z74B280,25.612241,51.388607,2.15
Z74B284,25.60695,51.383263,2.15
Z74B213,25.670264,51.505469,2.19
Z78B046,25.959714,51.177529,2.18
Z78B004,26.127316,51.191196,2.11
Z78B006,26.12409,51.187524,2.25
Z78B018,26.115214,51.178685,2.17
Z79B043,26.120341,51.217642,2.33
Z76B014,25.831763,51.237133,2.12
Z75B035,25.850807,51.404756,2.5
Z75B033,25.862624,51.353329,2.46
Z75B028,25.887003,51.352961,2.15
Z75B074,25.734229,51.539512,2.16
Z75B075,25.731416,51.535069,2.23
Z74B290,25.608859,51.397177,2.22
Z74B289,25.605043,51.403841,2.15
Z76B001,25.887812,51.313708,3.0
Z75B057,25.792706,51.402917,2.24
Z76B003,25.867752,51.262746,2.02
Z74B182,25.683389,51.506043,2.22
Z91B045,25.182933,51.573954,2.15
Z75B124,25.722558,51.307267,1.93
Z75B121,25.76875,51.345544,2.37
Z70B090,25.4796,51.416776,2.27
Z70B097,25.475178,51.417201,2.19
Z70B093,25.47946,51.409037,2.24
Z70B206,25.422189,51.439976,2.21
Z70B154,25.442445,51.448262,2.21
Z70B199,25.431947,51.416702,2.18
Z76B015,25.82626,51.239341,2.0
Z74B283,25.610367,51.3898,2.19
Z74B285,25.605182,51.384697,2.23
Z74B286,25.608487,51.391028,2.25
Z74B158,25.686772,51.496736,2.14
Z74B142,25.681783,51.481863,2.2
Z74B243,25.665087,51.499043,2.16
Z74B198,25.676554,51.519076,2.23
Z74B173,25.685998,51.516764,2.2
Z74B241,25.663711,51.493348,2.18
Z74B160,25.688588,51.501351,2.31
Z58B003,25.24605,51.474525,2.24
Z70B182,25.432962,51.465736,2.21
Z70B192,25.433636,51.447264,2.21
Z79B038,26.110089,51.217052,2.15
Z79B068,26.097156,51.244073,2.15
Z78B031,26.10063,51.18614,2.31
Z79B013,26.138103,51.213737,2.22
Z79B029,26.128354,51.196529,2.22
Z74B256,25.697284,51.338597,2.23
Z74B273,25.640922,51.359644,2.22
Z74B194,25.677955,51.516157,2.21
Z74B197,25.676733,51.521622,2.26
Z74B119,25.688903,51.490492,2.22
Z74B118,25.690164,51.494038,2.23
Z76B028,25.802629,51.2411,2.23
Z76B005,25.888915,51.25649,2.62
Z69B048,25.410746,51.506955,1.4
Z69B052,25.408922,51.501308,2.0
Z77B026,25.9596,51.312087,2.22
Z78B030,26.076273,51.161389,2.2
Z78B041,26.049395,51.17936,2.19
Z74B218,25.676551,51.497293,2.25
Z74B221,25.674337,51.491329,2.23
Z75B055,25.808309,51.403494,2.24
Z74B190,25.678004,51.509993,2.25
Z74B177,25.681486,51.523338,2.19
Z74B179,25.681312,51.517503,2.22
Z74B185,25.682006,51.503734,2.21
Z74B183,25.682089,51.507208,2.25
Z74B253,25.675677,51.408658,2.14
Z18B022,25.287795,51.542521,2.31
Z91B235,25.065788,51.48597,2.2
Z91B307,25.127353,51.523529,2.18
Z91B309,25.124431,51.52027,2.25
Z91B281,25.134165,51.515813,2.26
Z91B285,25.134642,51.523922,2.18
Z91B283,25.130632,51.518082,2.19
Z91B282,25.134124,51.520296,2.18
Z56B249,25.203273,51.500836,2.26
Z74B254,25.704949,51.412538,2.25
Z74B245,25.650924,51.54441,2.2
Z74B249,25.689613,51.473488,2.32
Z74B277,25.613914,51.387556,2.2
Z74B278,25.610289,51.38062,2.24
Z74B282,25.61289,51.394607,2.2
Z74B276,25.616408,51.392372,1.94
Z76B038,25.793316,51.075651,1.95
Z74B117,25.688541,51.495279,2.17
Z74B174,25.68366,51.51777,2.21
Z75B036,25.840076,51.364985,2.05
Z75B025,25.846014,51.441925,2.14
Z75B085,25.724595,51.540943,2.2
Z76B009,25.941023,51.152629,2.42
Z74B039,25.707424,51.575748,2.06
Z74B207,25.667554,51.513108,2.16
Z74B220,25.675844,51.493724,2.22
Z75B094,25.729636,51.474786,2.18
Z75B031,25.872199,51.351005,2.16
Z74B287,25.611,51.395822,2.18
Z74B281,25.614728,51.39342,2.2
Z75B032,25.872167,51.356821,2.2
Z75B030,25.875482,51.351094,2.22
Z75B096,25.730234,51.433533,2.27
Z74B251,25.66245,51.438424,2.18
Z76B008,25.917424,51.199211,2.16
Z76B012,25.855879,51.187761,2.25
Z76B035,25.814315,51.138036,2.13
Z90B096,25.15213,51.602721,2.34
Z90B100,25.156059,51.604444,2.17
Z90B121,25.15869,51.605598,2.35
Z90B095,25.152004,51.600574,2.21
Z90B120,25.160418,51.603868,2.18
Z90B102,25.157621,51.601982,2.21
Z90B099,25.1554,51.601503,2.19
Z90B119,25.160325,51.60049,2.18
Z90B133,25.167871,51.600615,2.17
Z91B047,25.185789,51.572284,2.17
Z91B040,25.172302,51.571302,2.21
Z91B046,25.182649,51.570208,2.23
Z91B043,25.175745,51.570354,2.18
Z79B048,26.130719,51.248312,2.21
Z74B166,25.684829,51.50054,2.22
Z74B167,25.685636,51.503538,2.2
Z74B139,25.672336,51.481918,2.11
Z74B141,25.679999,51.479792,2.19
Z74B247,25.654151,51.482338,2.06
Z74B122,25.684642,51.483883,2.18
Z74B234,25.672313,51.499229,2.15
Z75B039,25.814426,51.37811,2.19
Z74B260,25.668296,51.303588,2.27
Z75B037,25.830513,51.389237,2.5
Z75B097,25.749249,51.429944,2.29
Z75B076,25.72954,51.537236,2.19
Z75B086,25.727567,51.545782,2.22
Z74B244,25.658372,51.518759,2.14
Z56B278,25.187347,51.462405,2.25
Z56B275,25.193023,51.476397,2.24
Z56B280,25.189166,51.472097,2.18
Z55B101,25.235995,51.445719,2.22
Z55B218,25.260911,51.407428,2.21
Z90B082,25.144788,51.593565,2.22
Z92B035,24.986378,51.556925,2.25
Z73B037,25.633181,51.079468,2.25
Z75B118,25.774637,51.38004,2.3
Z75B095,25.741957,51.454096,2.19
Z74B101,25.716311,51.499256,2.17
Z77B031,25.910251,51.291624,2.04
Z77B014,26.003845,51.330956,2.31
Z79B028,26.128357,51.199909,2.06
Z79B031,26.125434,51.196795,2.19
Z79B030,26.12745,51.19399,2.17
Z77B005,25.9663,51.376143,2.21
Z69B039,25.413877,51.497675,2.12
Z69B041,25.40971,51.497879,1.91
Z74B172,25.684944,51.514201,2.19
Z75B009,25.932847,51.46424,2.41
Z75B117,25.747549,51.377596,2.33
Z75B093,25.746188,51.496879,2.24
Z75B116,25.724347,51.387084,2.0
Z75B043,25.804967,51.391265,2.2
Z74B223,25.670847,51.489005,2.21
Z74B150,25.681774,51.484919,2.21
Z74B272,25.6121,51.342019,2.15
Z75B073,25.736007,51.542567,2.2
Z75B078,25.734077,51.54443,2.19
Z74B230,25.668105,51.489949,2.18
Z74B200,25.674708,51.520237,2.19
Z74B211,25.672326,51.508176,2.17
Z75B083,25.729603,51.542412,2.22
Z75B082,25.730977,51.545142,2.17
Z75B060,25.767082,51.445465,2.18
Z74B238,25.666272,51.494676,2.21
Z76B032,25.739637,51.200539,2.33
Z74B235,25.670296,51.49829,2.18
Z74B236,25.668136,51.49879,2.2
Z75B042,25.8073,51.388029,2.19
Z75B041,25.809854,51.384485,2.17
Z75B040,25.812079,51.381385,2.21
Z75B038,25.816874,51.374903,2.23
Z70B228,25.418816,51.453535,2.32
Z75B089,25.722676,51.535865,2.32
Z74B161,25.686845,51.500403,2.18
Z74B159,25.688202,51.498162,2.26
Z74B162,25.684809,51.497327,2.2
Z74B224,25.669314,51.48449,2.8
Z75B113,25.760688,51.391733,2.3
Z75B084,25.727075,51.53908,2.18
Z75B077,25.732517,51.541301,2.24
Z74B143,25.678408,51.481349,2.19
Z74B145,25.676227,51.482669,2.18
Z74B147,25.675887,51.486814,2.21
Z74B151,25.682662,51.486765,2.27
Z74B163,25.682463,51.497731,2.16
Z75B062,25.801958,51.457911,2.12
Z75B053,25.81272,51.397348,2.15
Z75B052,25.815096,51.394023,2.16
Z75B054,25.810354,51.40064,2.19
Z77B013,25.982097,51.334027,2.24
Z75B100,25.754768,51.420969,2.21
Z75B058,25.785102,51.417705,2.31
Z75B091,25.727477,51.52834,2.21
Z69B030,25.420028,51.5033,2.5
Z69B055,25.408274,51.509666,2.27
Z69B038,25.413663,51.502289,2.31
Z69B050,25.409505,51.504716,2.21
Z70B255,25.408891,51.450227,2.19
Z70B013,25.58249,51.48546,2.2
Z74B199,25.674689,51.51611,2.14
Z74B202,25.67203,51.519263,2.17
Z74B203,25.668579,51.517379,2.18
Z74B134,25.675418,51.470556,2.54
Z74B136,25.668722,51.476191,2.1
Z74B135,25.671717,51.472825,2.32
Z74B137,25.67403,51.475331,2.26
Z75B072,25.738216,51.544334,2.22
Z74B152,25.683328,51.489209,2.24
Z76B023,25.834605,51.261337,2.2
Z74B231,25.670045,51.492712,2.17
Z74B219,25.678329,51.496137,2.2
Z74B233,25.673794,51.496815,2.14
Z75B047,25.80087,51.396964,2.2
Z76B037,25.832695,51.059789,2.17
Z76B040,25.824986,51.027883,2.25
Z76B016,25.828117,51.245707,2.18
Z76B039,25.788878,51.027941,1.85
Z70B006,25.577458,51.450943,2.15
Z70B004,25.595095,51.437065,2.17
Z78B007,26.12778,51.187566,2.21
Z77B024,25.998256,51.309022,2.16
Z73B021,25.614528,51.093065,2.25
Z56B094,25.230448,51.445176,2.19
Z06B023,25.282129,51.536541,2.14
Z91B112,25.157221,51.54159,2.18
Z91B082,25.170626,51.546385,2.18
Z90B122,25.160516,51.606417,2.18
Z90B101,25.157444,51.605047,2.25
Z53B198,25.255691,51.355383,2.18
Z73B079,25.632289,51.054934,2.27
Z07B012,25.28697,51.535977,2.28
Z07B007,25.287868,51.539382,2.29
Z55B277,25.244693,51.368333,2.24
Z55B276,25.239949,51.370041,2.25
Z55B279,25.243986,51.372681,2.19
Z55B280,25.246691,51.375831,2.19
Z91B314,25.11775,51.531558,2.2
Z56B175,25.20883,51.463887,2.2
Z56B176,25.209602,51.468295,2.17
Z56B156,25.21457,51.462214,2.23
Z56B153,25.218839,51.465753,2.23
Z53B140,25.301825,51.407654,2.0
Z53B147,25.303388,51.39986,2.24
Z53B143,25.305754,51.402285,2.2
Z53B144,25.308094,51.399653,2.33
Z06B010,25.284232,51.53831,2.28
Z56B154,25.214231,51.467286,2.24
Z56B155,25.21262,51.46379,2.24
Z56B164,25.211929,51.444158,2.06
Z55B011,25.269429,51.488574,1.93
Z55B013,25.266506,51.489794,2.21
Z53B141,25.302873,51.404246,2.21
Z56B158,25.218551,51.459848,2.16
Z56B165,25.209845,51.449492,2.19
Z07B004,25.289023,51.537832,2.12
Z07B005,25.288811,51.538693,2.24
Z69B061,25.392359,51.501079,2.31
Z74B098,25.716306,51.50366,2.15
Z74B103,25.713715,51.502722,2.16
Z74B087,25.708528,51.528344,2.17
Z56B207,25.219462,51.491125,2.16
Z69B077,25.386549,51.524911,2.41
Z69B083,25.395569,51.52175,2.3
Z69B069,25.395914,51.518239,2.23
Z70B165,25.447143,51.465772,2.16
Z70B152,25.442481,51.439851,2.23
Z70B034,25.556981,51.489314,2.35
Z70B178,25.43269,51.472059,2.1
Z78B011,26.123586,51.180395,2.15
Z77B003,26.006614,51.387493,2.21
Z70B044,25.564394,51.431664,1.0
Z70B046,25.558794,51.421793,2.5
Z70B282,25.384726,51.447549,2.21
Z70B307,25.388309,51.464007,2.19
Z70B300,25.384764,51.456215,2.11
Z70B157,25.455008,51.448082,2.21
Z70B155,25.447165,51.449877,2.19
Z77B010,25.940458,51.349592,2.18
Z77B029,25.914893,51.331066,2.23
Z79B057,26.09425,51.342433,2.16
Z78B010,26.124454,51.182735,2.24
Z70B287,25.380725,51.448481,2.11
Z70B149,25.453324,51.439233,2.22
Z69B012,25.440283,51.515911,2.24
Z69B008,25.446033,51.503544,2.19
Z69B006,25.445995,51.50295,1.97
Z69B009,25.444452,51.498459,2.27
Z91B201,25.156339,51.462723,2.0
Z70B092,25.483699,51.40885,2.23
Z69B025,25.427264,51.501669,2.32
Z78B005,26.124215,51.191259,2.12
Z85B031,25.341439,50.9657,2.1
Z69B028,25.424297,51.491844,2.21
Z69B026,25.430557,51.500565,2.11
Z69B076,25.384104,51.525794,2.1
Z80B007,25.370189,51.254378,1.67
Z80B015,25.434265,51.242967,2.34
Z92B116,25.055614,51.544281,2.19
Z94B008,25.016436,51.467507,1.8
Z94B006,25.004349,51.474276,2.22
Z95B034,24.743165,51.161934,2.0
Z90B089,25.14922,51.583827,2.25
Z90B086,25.148387,51.592753,2.19
